BaseCourseNo,Slot,CourseName,NewCredit,OfferedforBTechDD,AllocationType,InstructorName,Prerequisite
MM6023,K ,Advanced Transmission Electron Microscopy,9,No,,SOMNATH BHATTACHARYYA,Completion of MM 5240 or ID 6102 with a minimum grade B
AS2101,K2,Introduction to Aerospace Engineering,5,Yes,CG,RAMAKRISHNA M,
AS5401,K2,Data-driven modeling of complex aerospace systems and fluid flows,9,Yes,CG,ANIKETH KALUR,"Linear Algebra, Linear systems theory, Basics of Ordinary & Partial Differential Equations, MATLAB/Python"
AS5615,K2,Spacecraft Electric Propulsion,9,Yes,CG,AMIT KUMAR,COT
AS6070,K2,Viscous Hypersonic Flows  ,9,Yes,CG,SHANKAR GHOSH,AS5010 or AS5011
AS6510,K2,Experimental Techniques in Struc. Mech.,9,Yes,CG,DAVID KUMAR,
HS5021,K2,Conflict and Economic Interdependence,12,No,,JOE THOMAS KARACKATTU,
AM5015,L ,Regulations and Standards in Medical Device Technology,9,Yes,SI,RAMAKRISHNAN S,Basic course on Biomedical Instrumentation
AM6518,L ,Biophysical aspects of tumor microenvironment.,9,Yes,SI,SAUMENDRA KUMAR BAJPAI,
CE4720,L ,Computer Appls. in Traffic & Highway Engg,9,Yes,SI,GITAKRISHNAN RAMADURAI,CE3025 or equivalent
CE5235,L ,Understanding climate dynamics and its mysteries,9,Yes,SI,SACHIN S GUNTHE,"Basic knowledge about differential equations, radiation physics, and dynamics"
CE5350,L ,Geosynthetics & Reinforced Soil Structures,9,Yes,SI,DALI NAIDU ARNEPALLI,CE3350 for UG students & nil for PG students
CE6018,L ,Seismic Data Analytics,9,Yes,SI,RAGHUKANTH S T G,
CE7200,L ,Fracture mechanics of concrete,9,Yes,SI,APPARAO G,NIL
CE7640,L ,Elastic and plastic stress analysis,9,Yes,SI,ALAGAPPAN,"CE6780, ID6010 or COT"
CH5027,L ,Principles of  Thermal Processing and Packaging in Food Industries,9,Yes,SI,TANMAY BASAK,
CH6022,L ,"Microwave Processing in Materials, Food and Medical Sciences",9,Yes,SI,TANMAY BASAK,
CS5030,L ,Automated Program Verification,12,Yes,CG,KARTIK NAGAR,"CS2200 or equivalent, CS2700 or equivalent"
CS6500,L ,Network Security,12,Yes,CG,KRISHNA M SIVALINGAM,"CS2700, CS2710, CS3205, CS6530"
CS6846,L ,Quantum Algorithms and Quantum Complexity,12,Yes,CG,Shweta Agrawal,
CS7111,L ,Topics in Cryptography,12,Yes,CG,Aishwarya,Foundations of Cryptography
DA7450,L ,Topics in AI Privacy,9,Yes,CG,KRISHNA PILLUTLA,DA 5001
ED4572,L ,Chinese Language II,9,Yes,SI,CHIUNGWEN CHANG; SHANKAR RAM C S,
ED5318,L ,Biomimetic Design,9,Yes,SI,ARUN KUMAR; SANDIPAN BANDYOPADHYAY,"Basic knowledge of solid & fluid mechanics, applied physics"
ED5350,L ,Electric Vehicle Engineering and Development ,9,Yes,SI,BALAJI B,
EE2703,L ,Applied Programming Lab,5,No,,NITIN CHANDRACHOODAN,
EE5419,L ,Advanced Control Laboratory,6,No,,ARUNKUMAR D MAHINDRAKAR; PUDURU VISWANADHA REDDY; RAMKRISHNA PASUMARTHY,
EE6327,L ,Advanced Clock Generation Techniques,9,Yes,SI,Saurabh Saxena,Analog Circuits
HS2013,L ,Indian Economic Development,9,Yes,SI,JYOTI PRASAD MUKHOPADHYAY,
HS3012,L ,Urbanization and Development,10,Yes,SI,THANGGOULEN KIPGEN,
HS5504,L ,"State-Making, Governance and Development",10,Yes,SI,SUDHIR CHELLA RAJAN,
HS5506,L ,Development: Theory and Practice,10,Yes,SI,SANTHOSH R,
HS5552,L ,The Making of Modern India,9,Yes,SI,SANTHOSH ABRAHAM,
HS5680,L ,Contemporary Literary Theory,10,Yes,SI,JYOTIRMAYA TRIPATHY,
HS5813,L ,Post Colonial & New Writings,12,Yes,SI,MATHANGI KRISHNAMURTHY,
ID5035,L ,Climate Change and Society,9,Yes,SI,Anindita Sahoo; CHAKRAVARTHY BALAJI; KRISHNA MALAKAR; SACHIN S GUNTHE,
ID5070,L ,Energy Economics,9,Yes,SI,Santosh Kumar Sahu,
ID5843,L ,Experimental techniques for quantum computation and metrology,9,Yes,SI,SIDDHARTH DATTATRAYA DHOMKAR,
MA5013,L ,Applied Regression Analysis,9,Yes,SI,NEELESH S UPADHYE; RAKHI SINGH,
MA5450,L ,Functional Analysis,9,Yes,SI,ANOOP; Sumesh K,"MA5310  Linear algebra, MA5330 Real analysis, MA5340  Measure and Integration, MA5360 Complex analysis"
MA6003,L ,Theory of Wavelets,9,Yes,SI,SATHISH KUMAR A,Functional Analysis.  Knowledge of MA6080 Fourier Analysis will be an added advantage though not mandatory
MA6380,L ,Stochastic Methods in Industry,9,Yes,SI,NEELESH S UPADHYE,NIL
MM5180,L ,Non-Destructive Evaluation ,9,Yes,CG,RANJIT BAURI,NIL
PH5816,L ,Physics of Active and Living Matter (PALM),9,Yes,SI,RAJESH SINGH,
ID6021,L2,Introduction to Research,0,No,,SUDARSAN P,----
AM5011,M ,Virtual Reality Engineering,9,Yes,SI,MANIVANNAN M,
AM5120,M ,Biomaterials,9,Yes,ST,SWATHI SUDHAKAR,
AM6291,M ,Computational Structural Dynamics,9,Yes,SI,GANESH TAMADAPU,AM5290 or equivalent
AM6516,M ,Neuromechanics of Human Movement,12,No,,VARADHAN S K M,COT
CA5030,M ,Experimental Methods in Catalysis,9,No,,SAGAR SOURAV,
CE5290,M ,Transportation Network Analysis,9,Yes,SI,KARTHIK K SRINIVASAN,NIL
CE7720,M ,Structural reliability,9,Yes,SI,PRAKASH SINGH BADAL,NIL
CH2061,M ,Computational Techniques,10,No,,SREENIVAS JAYANTI,NIL
CH5013,M ,Principles of Fuel Cells,9,No,,RAGHURAM CHETTY,
CH5018,M ,Biomass Conversion Processes and Analysis,9,Yes,SI,Rajnish Kumar; VINU R,
CH5025,M ,Fundamental Concepts and Applications of Adsorption,9,Yes,SI,KANNAN A,Nil
CH5541,M ,Advanced Topics in Momentum Transfer,9,Yes,SI,TANMAY BASAK,Knowledge on Fluid Mechanics
CH6110,M ,Finite Element Methods in Engg,9,Yes,SI,TANMAY BASAK,NIL
CY6110,M ,Stereoselective Synthesis of Natural Products,9,No,,BASKARAN S; MAHIUDDIN BAIDYA,COT
CY6119,M ,Group Theory and Molecular Spectroscopy,9,No,,MANGALA SUNDER K,"CY6017 and CY5018 for our M. Sc. students, or, equivalent courses in other M. Sc. programs of Universities for Ph. D. Scholars in physical chemistry. The course is advanced for inorganic and organic chemistry Scholars and is not recommended for them unless they have basic mathematical skills in linear algebra and operator algebra and have taken a course on point groups and molecular symmetry already."
DA6300,M ,Quantum Computing and Machine Learning,12,Yes,CG,CHANDRA SHEKAR,"Probability, Linear Algebra, Machine Learning"
DA7016,M ,Recent Advances in Generative AI ,9,Yes,SI,Mitesh Khapra,CS6910
ED5320,M ,Design of Biophotonics Devices,9,Yes,SI,NILESH JAYANTILAL VASA,
ED5321,M ,Science of musical instruments,9,Yes,SI,ARUN KUMAR; RAMANATHAN M; SANDIPAN BANDYOPADHYAY; Srikanthan Sridharan,
ED5345,M ,Powertrain and Fuels,9,Yes,SI,KAUSHAL JHA,
ED6002,M ,Optimization methods in Engineering Design,9,Yes,SI,PALANIAPPAN RAMU; SARAVANA KUMAR G,"Mechanics of deformable solids, Linear Algebra"
EE6133,M ,Multirate Digital Signal Processing ,9,Yes,CG,ARAVIND R,EE5130 Digital Signal Processing or equivalent
EE6326,M ,Integrated Circuit Design and Testing,12,No,,NAGENDRA KRISHNAPURA,EE3002
EE6326,M ,Integrated Circuit Design and Testing,12,Yes,SI,NAGENDRA KRISHNAPURA,EE3002
HS4021,M ,International Economics,10,Yes,SI,PARAS SACHDEVA,
HS5656,M ,Indian Writing in English,9,Yes,SI,UMASANKAR PATRA,
HS5657,M ,"Fashion Studies:  Literature, Cinema & Society",9,No,,AYSHA IQBAL,Some familiarity with literature and cinema
HS5709,M ,Indian Economy,10,Yes,SI,SANDEEP KUMAR KUJUR,
HS5711,M ,Ethics,9,Yes,SI,SREEKUMAR N,
HS6020,M ,"Uncertainty, Asset Pricing and Empirical Aspects of Financial Markets",9,Yes,SI,PARAS SACHDEVA,"Microeconomics, Mathematical Economics/Quantitative Methods for Economics/COT"
HS6026,M ,Indian Aesthetic Thought,9,No,,DEEPAK PARAMASHIVAN,
HS6060,M ,"Disability, Literature, and Culture",12,Yes,SI,HEMACHANDRAN KARAH,
HS6520,M ,Culture and Development,9,No,,JYOTIRMAYA TRIPATHY,
MA5850,M ,Operations Research,12,Yes,SI,VETRIVEL V,
MA6110,M ,Topics in Advanced Analysis,9,Yes,SI,KUNAL KRISHNA MUKHERJEE,"(i)MA5330 Real Analysis, (ii) MA5310 Linear Algebra, (iii) MA5340 Measure and Integration, (iv) MA5380  Topology"
MD5012,M ,Deep Learning for Clinicians,12,No,,PRADEEBA SRIDAR,
MM5021,M ,Deformation and Failure of Materials at Elevated Temperatures,9,No,,RAVI SANKAR K,NIL
MM5210,M ,X-Ray Diffraction Techniques,9,Yes,ST,RAVIKUMAR N V,NIL
MM5430,M ,Advanced Powder Processing,9,Yes,CG,BHUVANESH SRINIVASAN,NIL
MM5520,M ,Solidification Phenomena,9,Yes,ST,GANDHAM PHANIKUMAR,COT
MM6010,M ,Computational Materials Thermodynamics,9,Yes,ST,K C HARI KUMAR,Knowledge of Material Thermodynamics at UG Level
MM6011,M ,Field Emission Sciences and Atom Probe Tomography,9,Yes,CG,Pradeep,
AS2100,M1,Basic Aerospace Engineering Lab,5,Yes,CG,AMIT KUMAR; Bharath; PRASHANT RAWAT,
AS2520,M2,Propulsion Lab,3,Yes,CG,RAMAKRISHNA P A,
AM6999,MM,Special Topics in Applied Mechanics,3,No,,AROCKIARAJAN A; BABURAJ A P; Ilaksh; RAMAKRISHNAN S; SARITH P SATHIAN; SUJATHA N,Nil
AM6999,MM,Special Topics in Applied Mechanics,6,No,,BABURAJ A P; Ilaksh; SUJATHA N,
AS2010,MM,Basic Strength of Materials,11,No,,SIVASAMBU MAHESH,
BT6999,MM,Special Topics in Biotechnology,6,No,,SANJIB SENAPATI,
BT6999,MM,Special Topics in Biotechnology,9,No,,SANJIB SENAPATI,Nil
CH6999,MM,Special Topics in Chemical Engineering,6,No,,NIKET KAISARE,
CH6999,MM,Special Topics in Chemical Engineering,9,No,,RAVI KRISHNA R,Nil
CS4999,MM,Seminar,3,No,,MEGHANA NASRE,
CS5030,MM,Automated Program Verification,12,No,,KARTIK NAGAR,"CS2200 or equivalent, CS2700 or equivalent"
CS6999,MM,Special Topics in Computer Science and Engineering,9,No,,KRISHNA NANDIVADA V,Nil
CS7999,MM,Special Topics in Computer Science and Engineering,9,No,,KRISHNA NANDIVADA V,Nil
CY1002,MM,Chemistry Lab I ,3,No,,MURALEEDHARAN K M,COT
DA6999,MM,Special Topics in Data Science and Artificial Intelligence,9,No,,RAVINDRAN B,
ED6999,MM,Special Topics in Engineering Design,9,No,,SHANKAR RAM C S,Nil
EE2016,MM,Microprocessor Theory+Lab,11,No,,MANIVASAKAN R,EE2001
ID5005,MM,Teaching Assistantship Orientation,0,No,,EDAMANA PRASAD,
ME4999,MM,Seminar,3,No,,CHANDRAMOULI P,
ME6999,MM,Special Topics in Mechanical Engineering,6,No,,DHIMAN CHATTERJEE,
ME6999,MM,Special Topics in Mechanical Engineering,9,No,,DHIMAN CHATTERJEE,Nil
MM4999,MM,Seminar,3,No,,AJAY KUMAR SHUKLA,
MM6999,MM,Special Topics in Metallurgical and Materials Engineering,6,No,,SUBRAMANYA SARMA V,
MM6999,MM,Special Topics in Metallurgical and Materials Engineering,9,No,,HARI KUMAR K C; SUBRAMANYA SARMA V,Nil
MS5210,MM,Legal Aspects of Business,6,No,,SAJI MATHEW; THENMOZHI M,NIL
MS6999,MM,Special Topics in Management Studies,9,No,,THENMOZHI M,
MS9732B,MM,Strategic Initiative Project,3,No,,USHA MOHAN,
OE6999,MM,Special Topics in Ocean Engineering,6,No,,SRIRAM V,COT
PH6999,MM,Special Topics in Physics,3,No,,Jayeeta Bhattacharyya,Nil
PH6999,MM,Special Topics in Physics,6,No,,MAHAVEER KUMAR JAIN,
BT4270,N ,Bioethics,9,No,,VIGNESH MUTHUVIJAYAN,
BT7999,N ,Special Topics in Biotechnology,6,No,,SANJIB SENAPATI,
GN1001,N ,POSH Training-I,0,No,,DEEPA VENKITESH,
GN1002,N ,POSH Training-II,0,No,,DEEPA VENKITESH,GN1001- POSH Training -I
HS3050,N ,Professional Ethics,0,No,,SREEKUMAR N,
HS3050*,N ,Professional Ethics,2,No,,SREEKUMAR N,
HS6024,N ,Advanced Studies in Indian Cinema,12,No,,AYSHA IQBAL,NIL
HS7008,N ,State and Development in Modern China,12,No,,JOE THOMAS KARACKATTU,State and Development
ID4100,N ,Creative Engineering Project,9,No,,SIVAKUMAR M S,COT
ID5005,N ,Teaching Assistantship Orientation,0,No,,EDAMANA PRASAD,
MM7999,N ,Special Topics in Metallurgical and Materials Engineering,6,No,,SUBRAMANYA SARMA V,
MM7999,N ,Special Topics in Metallurgical and Materials Engineering,9,No,,SUBRAMANYA SARMA V,Nil
OE7999,N ,Special Topics in Ocean Engineering,6,No,,SRIRAM V,COT
AM7999,NT,Special Topics in Applied Mechanics,3,No,,AROCKIARAJAN A; BABURAJ A P; Ilaksh; RAMAKRISHNAN S; SARITH P SATHIAN; SUJATHA N,Nil
AM7999,NT,Special Topics in Applied Mechanics,6,No,,BABURAJ A P; Ilaksh; SUJATHA N,
BT7999,NT,Special Topics in Biotechnology,9,No,,SANJIB SENAPATI,Nil
CH7999,NT,Special Topics in Chemical Engineering,6,No,,NIKET KAISARE,
CH7999,NT,Special Topics in Chemical Engineering,9,No,,RAVI KRISHNA R,Nil
DA7999,NT,Special Topics in Data Science and Artificial Intelligence,9,No,,RAVINDRAN B,
ED7999,NT,Special Topics in Engineering Design,9,No,,SHANKAR RAM C S,Nil
ME7999,NT,Special Topics in Mechanical Engineering,6,No,,DHIMAN CHATTERJEE,
ME7999,NT,Special Topics in Mechanical Engineering,9,No,,DHIMAN CHATTERJEE,Nil
MM7999,NT,Special Topics in Metallurgical and Materials Engineering,9,No,,HARI KUMAR K C,Nil
OB1202,NT,Programming in Python,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB1202,NT,Programming in Python,12,No,,VIGNESH MUTHUVIJAYAN,
OB1202,NT,Programming in Python,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB2201,NT,Database Management Systems,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB2201,NT,Database Management Systems,12,No,,VIGNESH MUTHUVIJAYAN,
OB2201,NT,Database Management Systems,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB2201,NT,Database Management Systems,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB2202,NT,"Programming, Data Structures and Algorithms using Python",12,No,SI,VIGNESH MUTHUVIJAYAN,
OB2202,NT,"Programming, Data Structures and Algorithms using Python",12,No,,VIGNESH MUTHUVIJAYAN,
OB2202,NT,"Programming, Data Structures and Algorithms using Python",12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB2202,NT,"Programming, Data Structures and Algorithms using Python",12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB2203,NT,Modern Application Development I,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB2203,NT,Modern Application Development I,12,No,,VIGNESH MUTHUVIJAYAN,
OB2203,NT,Modern Application Development I,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB2203,NT,Modern Application Development I,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB2204,NT,Machine Learning Foundations,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB2204,NT,Machine Learning Foundations,12,No,,VIGNESH MUTHUVIJAYAN,
OB2204,NT,Machine Learning Foundations,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB2204,NT,Machine Learning Foundations,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB2205,NT,Programming Concepts using Java,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB2205,NT,Programming Concepts using Java,12,No,,VIGNESH MUTHUVIJAYAN,
OB2205,NT,Programming Concepts using Java,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB2205,NT,Programming Concepts using Java,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB2206,NT,Modern Application Development II,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB2206,NT,Modern Application Development II,12,No,,VIGNESH MUTHUVIJAYAN,
OB2206,NT,Modern Application Development II,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB2206,NT,Modern Application Development II,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB2207,NT,Machine Learning Techniques,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB2207,NT,Machine Learning Techniques,12,No,,VIGNESH MUTHUVIJAYAN,
OB2207,NT,Machine Learning Techniques,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB2207,NT,Machine Learning Techniques,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB2208,NT,Machine Learning Practice,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB2208,NT,Machine Learning Practice,12,No,,VIGNESH MUTHUVIJAYAN,
OB2208,NT,Machine Learning Practice,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB2208,NT,Machine Learning Practice,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB2502,NT,Business Analytics,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB2502,NT,Business Analytics,12,No,,VIGNESH MUTHUVIJAYAN,
OB2502,NT,Business Analytics,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB2502,NT,Business Analytics,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB3201,NT,Software Engineering,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3201,NT,Software Engineering,12,No,,VIGNESH MUTHUVIJAYAN,
OB3201,NT,Software Engineering,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3201,NT,Software Engineering,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB3202,NT,Software Testing,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3202,NT,Software Testing,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3202,NT,Software Testing,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB3203,NT,AI: Search Methods for Problem Solving,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3203,NT,AI: Search Methods for Problem Solving,12,No,,VIGNESH MUTHUVIJAYAN,
OB3203,NT,AI: Search Methods for Problem Solving,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3203,NT,AI: Search Methods for Problem Solving,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB3204,NT,Deep Learning,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3204,NT,Deep Learning,12,No,,VIGNESH MUTHUVIJAYAN,
OB3204,NT,Deep Learning,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3204,NT,Deep Learning,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB3205,NT,Introduction to Big Data,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3205,NT,Introduction to Big Data,12,No,,VIGNESH MUTHUVIJAYAN,
OB3205,NT,Introduction to Big Data,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3207,NT,Privacy and Security in Online Social Media,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB3208,NT,Mathematical Thinking,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3208,NT,Mathematical Thinking,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3209,NT,Linear Statistical Models,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3210,NT,Advanced Algorithms,12,No,,VIGNESH MUTHUVIJAYAN,
OB3210,NT,Advanced Algorithms,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3210,NT,Advanced Algorithms,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB3212,NT,Special topics in ML (Reinforcement Learning),12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3212,NT,Special topics in ML (Reinforcement Learning),12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3212,NT,Special topics in ML (Reinforcement Learning),12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB3214,NT,Deep Learning for Computer Vision,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3214,NT,Deep Learning for Computer Vision,12,No,,VIGNESH MUTHUVIJAYAN,
OB3214,NT,Deep Learning for Computer Vision,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3214,NT,Deep Learning for Computer Vision,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB3215,NT,Managerial Economics,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3215,NT,Managerial Economics,12,No,,VIGNESH MUTHUVIJAYAN,
OB3502,NT,Market Research,12,No,,VIGNESH MUTHUVIJAYAN,
OB3502,NT,Market Research,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB3503,NT,Financial Forensics,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3503,NT,Financial Forensics,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3505,NT,Design Thinking for Data-Driven App Development,12,No,,VIGNESH MUTHUVIJAYAN,
OB3505,NT,Design Thinking for Data-Driven App Development,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3505,NT,Design Thinking for Data-Driven App Development,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB3801,NT,Strategies for Professional Growth,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB3801,NT,Strategies for Professional Growth,12,No,,VIGNESH MUTHUVIJAYAN,
OB3801,NT,Strategies for Professional Growth,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB3801,NT,Strategies for Professional Growth,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OB4201,NT,Data Visualization Design,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB4201,NT,Data Visualization Design,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB4501,NT,Industry 4.0,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB4501,NT,Industry 4.0,12,Yes,CG,VIGNESH MUTHUVIJAYAN,
OB4601,NT,Algorithmic Thinking in Bioinformatics,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB4601,NT,Algorithmic Thinking in Bioinformatics,12,No,,VIGNESH MUTHUVIJAYAN,
OB4602,NT,Big Data and Biological Networks,12,No,SI,VIGNESH MUTHUVIJAYAN,
OB4701,NT,Speech Technology,12,No,,VIGNESH MUTHUVIJAYAN,
OB4701,NT,Speech Technology,12,Yes,SI,VIGNESH MUTHUVIJAYAN,
OE7999,NT,Special Topics in Ocean Engineering,6,No,,SRIRAM V,COT
RC0001A,NT,Research Credits,48,No,,CHAKRAVARTHY S R,
RC0002A,NT,Research Credits,48,No,,SUJITH R I,
RC0003A,NT,Research Credits,48,No,,BHASKAR K,
RC0004A,NT,Research Credits,48,No,,SRIRAM P,
RC0005A,NT,Research Credits,48,No,,RAMAKRISHNA M,
RC0006A,NT,Research Credits,48,No,,VELMURUGAN R,
RC0007A,NT,Research Credits,48,No,,MURTHY H S N,
RC0008A,NT,Research Credits,48,No,,NAGENDRA GOPAL K V,
RC0009A,NT,Research Credits,48,No,,RAMAKRISHNA P A,
RC0010A,NT,Research Credits,48,No,,AMIT KUMAR,
RC0011A,NT,Research Credits,48,No,,NANDAN KUMAR SINHA,
RC0012A,NT,Research Credits,48,No,,MURUGANANDAM T M,
RC0013A,NT,Research Credits,48,No,,LUOYI TAO,
RC0014A,NT,Research Credits,48,No,,SUNETRA  SARKAR,
RC0015A,NT,Research Credits,48,No,,SAMEEN A,
RC0016A,NT,Research Credits,48,No,,SANTANU GHOSH,
RC0017A,NT,Research Credits,48,No,,RANJITH MOHAN,
RC0018A,NT,Research Credits,48,No,,Manikandan M S,
RC0019A,NT,Research Credits,48,No,,SHANKAR GHOSH,
RC0020A,NT,Research Credits,48,No,,RAJESH G,
RC0021A,NT,Research Credits,48,No,,SHYAM KERALAVARMA,
RC0022A,NT,Research Credits,48,No,,JOEL GEORGE M,
RC0023A,NT,Research Credits,48,No,,SIVASAMBU MAHESH,
RC0024A,NT,Research Credits,48,No,,SHANTANU SHASHIKANT MULAY,
RC0025A,NT,Research Credits,48,No,,Senthil Murugan M,
RC0026A,NT,Research Credits,48,No,,SATADAL GHOSH,
RC0027A,NT,Research Credits,48,No,,SRIRAM RENGARAJAN,
RC0028A,NT,Research Credits,48,No,,Nagabhushana Rao ,
RC0029A,NT,Research Credits,48,No,,Bharath,
RC0030A,NT,Research Credits,48,No,,PRASHANT RAWAT,
RC0031A,NT,Research Credits,48,No,,Devaprakash Muniraj,
RC0032A,NT,Research Credits,48,No,,DAVID KUMAR,
RC0033A,NT,Research Credits,48,No,,PRAVENDRA KUMAR,
RC0034A,NT,Research Credits,48,No,,ASWATHY SURENDRAN,
RC0035A,NT,Research Credits,48,No,,KIRAN RAJ M,
RC0036A,NT,Research Credits,48,No,,KUNDANATI LAKSHMINATH,
RC0037A,NT,Research Credits,48,No,,SWATHI SUDHAKAR,
RC0038A,NT,Research Credits,48,No,,S GANGA PRASATH,
RC0039A,NT,Research Credits,48,No,,KANNABIRAN SESHASAYANAN,
RC0040A,NT,Research Credits,48,No,,Babji Srinivasan,
RC0041A,NT,Research Credits,48,No,,Ilaksh,
RC0042A,NT,Research Credits,48,No,,Vagesh D Narasimhamurthy,
RC0043A,NT,Research Credits,48,No,,SATYANARAYANAN S,
RC0044A,NT,Research Credits,48,No,,Anubhab Roy,
RC0045A,NT,Research Credits,48,No,,GANESH TAMADAPU,
RC0046A,NT,Research Credits,48,No,,ARUN KUMAR THITTAI,
RC0047A,NT,Research Credits,48,No,,SAUMENDRA KUMAR BAJPAI,
RC0048A,NT,Research Credits,48,No,,SARITH P SATHIAN,
RC0049A,NT,Research Credits,48,No,,VARADHAN S K M,
RC0050A,NT,Research Credits,48,No,,SHAIKH FARUQUE ALI,
RC0051A,NT,Research Credits,48,No,,MAHESH PANCHAGNULA,
RC0052A,NT,Research Credits,48,No,,ABHIJIT CHAUDHURI,
RC0053A,NT,Research Credits,48,No,,PIJUSH GHOSH,
RC0054A,NT,Research Credits,48,No,,RAGHAVENDRA SAI V V,
RC0055A,NT,Research Credits,48,No,,RAMAKRISHNAN S,
RC0056A,NT,Research Credits,48,No,,SAYAN GUPTA,
RC0057A,NT,Research Credits,48,No,,RINKU MUKHERJEE,
RC0058A,NT,Research Credits,48,No,,AROCKIARAJAN A,
RC0059A,NT,Research Credits,48,No,,ARUL PRAKASH K,
RC0060A,NT,Research Credits,48,No,,PRASAD PATNAIK B S V,
RC0061A,NT,Research Credits,48,No,,SUJATHA N,
RC0062A,NT,Research Credits,48,No,,BABURAJ A P,
RC0063A,NT,Research Credits,48,No,,ANURADHA BANERJEE,
RC0064A,NT,Research Credits,48,No,,MANIVANNAN M,
RC0065A,NT,Research Credits,48,No,,RAMESH K,
RC0066A,NT,Research Credits,48,No,,VENGADESAN S,
RC0067A,NT,Research Credits,48,No,,SIVAKUMAR M S,
RC0068A,NT,Research Credits,48,No,,LAKSHMANA RAO C,
RC0069A,NT,Research Credits,48,No,,RAMASUBBA REDDY M,
RC0070A,NT,Research Credits,48,No,,CHANDRARAJ K,
RC0071A,NT,Research Credits,48,No,,GOPALA KRISHNA A,
RC0072A,NT,Research Credits,48,No,,BASKAR R,
RC0073A,NT,Research Credits,48,No,,SURAISHKUMAR G K,
RC0074A,NT,Research Credits,48,No,,SRINIVASA CHAKRAVARTHY V,
RC0075A,NT,Research Credits,48,No,,GUHAN JAYARAMAN,
